file_name,face_visibility_r1,face_visibility_r2,face_visibility_r3,smile_positive_expression_r1,smile_positive_expression_r2,smile_positive_expression_r3,face_centering_r1,face_centering_r2,face_centering_r3,face_size_r1,face_size_r2,face_size_r3,head_movement_r1,head_movement_r2,head_movement_r3,audio_speaking_rhythm_r1,audio_speaking_rhythm_r2,audio_speaking_rhythm_r3
hsXn0N8bAYs.005_0440.jpg,0.83,0.85,0.89,0.94,0.85,0.79,0.36,0.58,0.50,0.85,0.95,0.82,0.66,0.87,0.71,0.61,0.65,0.64
HTF8k56_Oxo.001_0565.jpg,0.49,0.39,0.49,0.79,0.83,0.71,0.24,0.19,0.18,0.24,0.37,0.19,1.00,1.00,0.98,0.61,0.51,0.50
huIQlWsIEvY.000_0141.jpg,0.99,1.00,0.98,0.53,0.57,0.31,0.55,0.47,0.42,0.71,0.91,0.77,0.38,0.26,0.27,0.79,0.88,0.86
HUxtuDE-YNE.004_0547.jpg,0.33,0.44,0.51,0.47,0.59,0.38,0.41,0.39,0.50,0.97,1.00,1.00,0.87,0.93,0.92,0.38,0.30,0.50
I01_ubtktEQ.003_0165.jpg,0.77,0.79,0.71,0.47,0.58,0.48,0.36,0.66,0.52,0.36,0.35,0.23,0.79,0.84,0.79,0.81,0.68,0.88
I01_ubtktEQ.005_0360.jpg,0.91,0.81,0.78,0.85,0.93,0.90,0.84,0.74,0.79,0.47,0.66,0.56,0.33,0.24,0.27,0.55,0.51,0.67
I_ncZcYgFjw.000_0055.jpg,0.71,0.71,0.72,1.00,0.80,0.97,0.46,0.48,0.43,0.46,0.44,0.41,0.48,0.34,0.53,0.93,0.82,0.88
iGBVrJMr62U.000_0330.jpg,0.91,0.87,0.70,0.33,0.39,0.34,0.55,0.36,0.30,0.63,0.59,0.75,0.42,0.30,0.35,0.56,0.39,0.56
iGlLSkRAsJc.003_0566.jpg,0.52,0.73,0.76,0.53,0.49,0.53,0.61,0.47,0.62,0.72,0.65,0.63,0.73,0.61,0.63,0.81,0.79,0.87
iGlLSkRAsJc.005_0140.jpg,0.97,0.77,1.00,0.74,0.91,0.86,0.35,0.30,0.26,0.41,0.25,0.47,0.81,1.00,0.90,0.49,0.51,0.29
iiW_nu6JITY.005_0464.jpg,0.54,0.56,0.33,0.95,0.89,0.75,0.50,0.31,0.30,0.91,1.00,0.82,0.25,0.23,0.22,0.42,0.27,0.39
IL5VgGakSNw.005_0089.jpg,0.38,0.16,0.30,0.27,0.50,0.50,0.69,0.60,0.50,0.39,0.44,0.34,0.54,0.39,0.53,0.80,0.63,0.55
iOB65zCiOFM.003_0387.jpg,0.93,0.90,0.74,0.33,0.38,0.41,0.76,0.63,0.53,0.41,0.41,0.32,0.56,0.36,0.56,0.31,0.54,0.39
iOv0_RdVPCM.005_0617.jpg,0.31,0.18,0.42,0.33,0.44,0.45,0.92,0.89,0.79,0.35,0.37,0.61,0.26,0.28,0.27,0.96,0.97,0.78
iPblZBQpafs.003_0696.jpg,0.83,0.66,0.86,0.70,0.96,0.85,0.81,0.65,0.80,0.41,0.62,0.54,0.71,0.48,0.68,0.31,0.33,0.32
ipP--IqIuWU.001_0042.jpg,0.79,0.92,0.79,0.74,0.54,0.53,0.46,0.48,0.40,0.98,0.92,0.91,0.75,0.77,0.61,0.34,0.40,0.31
IQdz0Pd-L2Y.004_0058.jpg,1.00,0.90,0.90,0.71,0.83,0.70,0.74,0.73,0.99,0.58,0.36,0.52,0.87,0.77,0.80,0.86,1.00,0.84
IQdz0Pd-L2Y.005_0661.jpg,0.70,0.46,0.61,0.47,0.26,0.37,0.92,0.82,0.80,0.78,0.79,0.91,0.76,0.79,0.84,0.35,0.49,0.28
isqmQc9AfBc.001_0349.jpg,0.82,0.98,0.83,1.00,0.95,0.86,0.88,0.66,0.78,0.57,0.48,0.68,0.92,1.00,1.00,0.88,0.87,0.63
isqmQc9AfBc.005_0269.jpg,0.49,0.61,0.47,0.54,0.78,0.63,0.79,0.92,1.00,0.44,0.54,0.45,0.52,0.77,0.74,0.73,0.82,0.76
ixPqs7L8oAE.004_0158.jpg,0.28,0.25,0.19,0.82,0.81,0.71,0.79,0.64,0.61,0.39,0.46,0.37,0.66,0.70,0.52,0.53,0.37,0.54
IXVf5VWxOAg.002_0432.jpg,1.00,0.83,0.81,0.60,0.74,0.75,0.80,0.81,0.66,0.79,0.75,0.63,0.62,0.53,0.34,0.56,0.66,0.51
izq1ogkfedI.002_0173.jpg,0.64,0.56,0.75,0.44,0.57,0.56,0.92,0.99,0.91,0.81,0.88,0.81,0.89,0.95,0.92,0.82,0.79,0.99
izqyworQEEM.001_0026.jpg,1.00,0.85,1.00,0.77,0.84,0.74,0.47,0.56,0.73,0.54,0.58,0.52,0.77,0.60,0.73,0.54,0.48,0.37
j5fXaXrNPoA.004_0064.jpg,0.58,0.59,0.73,0.38,0.39,0.40,0.72,0.56,0.76,0.64,0.58,0.66,0.63,0.42,0.62,0.64,0.69,0.78
J6RHl6U6Jcw.000_0284.jpg,0.55,0.37,0.39,0.76,0.99,1.00,0.20,0.20,0.39,0.78,0.62,0.63,0.50,0.29,0.50,0.40,0.41,0.47
J8YpOUmN_aI.001_0508.jpg,0.34,0.25,0.19,1.00,0.73,1.00,0.67,0.49,0.48,0.71,0.77,0.72,0.67,0.72,0.61,0.48,0.62,0.54
J9WyswA0vow.003_0143.jpg,0.37,0.42,0.43,0.89,0.78,0.84,0.69,0.51,0.46,0.62,0.83,0.68,0.55,0.34,0.39,0.99,1.00,0.90
JbXgnjVWEoM.002_0638.jpg,0.43,0.45,0.54,0.62,0.64,0.83,0.66,0.57,0.56,0.88,0.91,0.73,0.90,1.00,0.96,0.52,0.32,0.46
jdli4DDP7XM.003_0614.jpg,0.95,0.82,0.96,0.75,0.85,0.90,0.44,0.38,0.48,0.73,0.55,0.60,0.55,0.52,0.68,0.81,0.81,0.69
jdli4DDP7XM.005_0656.jpg,0.79,0.73,0.74,0.77,0.79,0.91,0.71,0.68,0.56,0.53,0.46,0.56,0.91,0.68,0.86,0.64,0.63,0.60
JEualxMkaE4.002_0196.jpg,0.98,0.81,1.00,0.86,0.69,0.75,0.41,0.37,0.41,0.69,0.60,0.60,0.57,0.49,0.45,0.63,0.68,0.59
JFKZEGDhcRs.003_0652.jpg,0.53,0.49,0.56,0.90,0.74,0.88,0.48,0.53,0.50,0.83,0.65,0.72,0.60,0.36,0.45,0.64,0.44,0.47
Jhz5ssCKaug.003_0439.jpg,0.30,0.30,0.31,0.42,0.47,0.47,0.68,0.95,0.90,1.00,0.83,0.89,0.59,0.56,0.51,0.68,0.77,0.71
jlDYn537Pd0.001_0371.jpg,0.86,0.66,0.90,0.68,0.84,0.73,0.69,0.54,0.66,0.26,0.50,0.34,0.71,0.82,0.60,0.89,0.77,0.88
Jog1-pYOSD0.001_0563.jpg,0.63,0.71,0.54,0.53,0.52,0.34,0.64,0.52,0.55,0.65,0.47,0.49,0.79,0.68,0.73,0.86,0.96,0.96
JoQRNgGQCgY.002_0155.jpg,0.97,0.88,0.89,0.78,0.78,0.62,0.47,0.54,0.54,0.68,0.60,0.69,0.87,0.67,0.85,0.81,0.91,0.89
JoQRNgGQCgY.003_0286.jpg,0.80,0.62,0.67,0.38,0.54,0.35,0.42,0.64,0.67,0.78,0.68,0.73,0.56,0.58,0.56,0.44,0.37,0.36
jOTlJwOBSd4.003_0390.jpg,0.59,0.45,0.50,0.40,0.45,0.60,0.46,0.46,0.66,0.37,0.55,0.44,0.29,0.30,0.33,0.84,0.67,0.65
jpbz8CA4RvI.000_0507.jpg,0.25,0.25,0.40,0.95,0.97,0.81,0.46,0.47,0.39,0.69,0.56,0.48,0.93,0.87,0.83,0.70,0.80,0.79
jPpZkVzQywk.000_0423.jpg,0.77,0.77,0.61,0.35,0.44,0.37,0.29,0.48,0.31,0.40,0.45,0.37,0.25,0.35,0.29,0.51,0.63,0.56
jpPZVmzleAo.001_0348.jpg,0.54,0.49,0.35,0.75,0.85,0.93,0.94,0.76,0.83,0.56,0.60,0.59,0.65,0.77,0.82,0.41,0.33,0.26
jpRnHWTLDUs.003_0067.jpg,1.00,1.00,0.81,0.22,0.36,0.47,0.53,0.39,0.50,0.52,0.39,0.39,0.77,0.65,0.77,0.72,0.64,0.51
jQRFHBVs0dA.004_0038.jpg,0.78,0.88,0.83,0.65,0.91,0.76,0.35,0.50,0.43,0.50,0.40,0.47,0.78,0.70,0.80,0.45,0.55,0.64
JxxF9y61ujA.005_0331.jpg,1.00,1.00,0.78,0.86,0.85,0.68,0.31,0.42,0.39,0.39,0.45,0.44,0.30,0.49,0.27,0.36,0.35,0.44
jZDlFzVUZwY.005_0219.jpg,0.64,0.64,0.53,0.31,0.47,0.40,0.41,0.40,0.36,0.68,0.44,0.50,0.97,0.89,0.96,0.46,0.43,0.45
jZhlaIUFMLc.005_0582.jpg,0.65,0.61,0.62,0.70,0.70,0.51,0.19,0.38,0.29,0.68,0.60,0.79,0.69,0.86,0.71,0.55,0.70,0.52
jZl3Rq1MRQg.000_0190.jpg,0.86,0.84,0.89,0.26,0.45,0.26,0.68,0.56,0.57,0.82,1.00,0.86,0.48,0.36,0.50,0.39,0.39,0.57
K-fMyzPB7FI.005_0364.jpg,0.94,0.89,0.74,0.22,0.47,0.29,0.74,0.77,0.66,0.61,0.53,0.73,1.00,0.82,0.97,0.82,0.76,0.75
K-iwJMxjyx4.005_0461.jpg,0.86,0.74,0.78,0.96,0.81,0.87,1.00,0.93,0.98,0.77,0.61,0.57,0.36,0.63,0.47,0.65,0.64,0.79
k3iu-fhIkeI.002_0531.jpg,0.50,0.55,0.67,0.87,0.91,0.80,0.55,0.66,0.67,0.29,0.35,0.22,0.71,0.81,0.86,0.45,0.45,0.48
K63T9l1xY7U.000_0579.jpg,0.72,0.84,0.85,0.61,0.53,0.72,0.59,0.49,0.41,0.80,0.70,0.81,0.70,0.80,0.67,0.78,0.83,0.64
KahSwziq8F0.000_0229.jpg,0.77,0.93,0.71,0.44,0.33,0.36,0.58,0.55,0.64,0.29,0.26,0.51,0.61,0.61,0.60,0.72,0.76,0.74
Kbcvurfuvhk.002_0096.jpg,0.47,0.47,0.42,0.35,0.38,0.28,0.39,0.51,0.43,0.82,0.80,0.84,0.40,0.52,0.31,0.52,0.48,0.66
kDP6_hiBR0o.002_0293.jpg,0.65,0.82,0.73,0.60,0.85,0.59,0.58,0.76,0.63,0.78,0.83,0.81,0.84,0.69,0.69,0.68,0.62,0.63
keGXYAcUXmA.002_0121.jpg,0.90,0.74,0.70,0.24,0.25,0.37,0.55,0.60,0.56,0.60,0.48,0.56,0.98,0.80,0.88,0.32,0.45,0.49
KfurkMyjD-c.004_0369.jpg,0.33,0.56,0.32,0.28,0.41,0.19,0.52,0.37,0.43,0.72,0.96,0.78,0.57,0.47,0.45,0.43,0.29,0.35
KGRUaRe3r7I.002_0142.jpg,0.46,0.47,0.62,1.00,0.97,0.94,0.76,0.94,0.85,0.68,0.55,0.51,0.68,0.63,0.46,0.31,0.47,0.57
KHQJhOzdrYo.004_0383.jpg,0.98,0.92,0.93,0.71,0.74,0.71,0.90,0.95,0.90,0.41,0.39,0.64,0.37,0.34,0.38,0.79,0.96,1.00
KIJ9IYETe38.001_0311.jpg,0.49,0.57,0.52,0.59,0.63,0.59,0.42,0.53,0.42,0.92,0.81,0.84,0.60,0.62,0.81,0.85,0.98,1.00
KIJ9IYETe38.002_0562.jpg,0.65,0.57,0.58,0.79,0.87,0.76,0.41,0.35,0.53,0.59,0.66,0.53,0.75,0.65,0.78,0.56,0.56,0.77
KJP4SKS2vtY.000_0177.jpg,0.43,0.36,0.45,0.63,0.70,0.61,0.68,0.74,0.53,0.38,0.40,0.51,0.90,0.93,0.81,0.30,0.44,0.31
Kmrd1MsZKmQ.000_0169.jpg,0.90,0.66,0.90,0.60,0.53,0.60,0.55,0.61,0.53,0.41,0.36,0.44,1.00,0.96,0.91,0.78,0.99,0.80
kN_bFMVnfzY.001_0625.jpg,0.82,0.73,0.73,0.79,0.75,0.86,0.41,0.47,0.31,0.76,0.90,0.79,0.96,1.00,0.96,0.61,0.84,0.55
KnbEca4Ibwk.000_0454.jpg,0.72,0.87,0.73,0.62,0.76,0.50,0.66,0.43,0.42,0.54,0.68,0.65,0.64,0.56,0.60,0.58,0.65,0.57
kp3c66Igyr8.001_0124.jpg,0.92,0.78,1.00,0.43,0.29,0.21,0.62,0.84,0.64,0.31,0.39,0.28,0.81,0.90,0.62,0.94,0.75,0.81
ksCoS_ghDfM.002_0627.jpg,0.38,0.43,0.36,0.54,0.25,0.53,0.50,0.53,0.57,0.64,0.55,0.70,0.78,0.77,0.80,0.46,0.55,0.44
KsToJAKi7xQ.000_0569.jpg,0.88,0.97,0.92,0.24,0.36,0.40,1.00,0.84,0.86,0.41,0.52,0.52,0.87,0.80,0.82,0.70,0.76,0.72
kUv0BJQmKq0.001_0435.jpg,0.73,0.86,0.79,0.22,0.25,0.46,0.40,0.39,0.33,0.40,0.30,0.29,0.22,0.42,0.26,0.72,0.56,0.71
kV7MFI2_ddo.005_0395.jpg,0.59,0.49,0.51,0.60,0.66,0.75,0.67,0.54,0.60,0.87,0.77,0.64,0.72,0.68,0.54,0.98,0.79,0.81
kwcpINU9LLk.004_0463.jpg,0.76,0.76,0.68,0.84,1.00,0.78,0.37,0.28,0.27,0.82,0.95,0.84,0.57,0.56,0.40,0.50,0.68,0.69
kX-o1qmgWvc.002_0647.jpg,0.54,0.82,0.55,0.91,0.91,0.70,0.70,0.72,0.76,0.91,0.83,0.97,0.35,0.54,0.38,0.56,0.36,0.56
KXUERmhPyr8.004_0136.jpg,1.00,0.96,1.00,0.27,0.28,0.40,0.58,0.51,0.46,0.49,0.57,0.68,0.46,0.47,0.72,0.30,0.40,0.35
KXUERmhPyr8.005_0521.jpg,0.57,0.79,0.64,0.81,0.72,0.73,0.97,0.70,0.69,0.76,0.79,0.66,0.49,0.35,0.55,0.71,0.85,0.86
KYkfjIZEScM.005_0550.jpg,0.43,0.62,0.64,0.67,0.64,0.59,0.98,0.89,0.96,0.84,0.89,0.87,0.66,0.69,0.48,0.70,0.63,0.85
KYvbRwTCtaU.005_0615.jpg,0.65,0.55,0.69,0.46,0.40,0.50,0.87,0.79,0.80,0.24,0.34,0.45,0.42,0.44,0.32,0.78,0.72,0.73
kzDQXSGGomg.004_0065.jpg,0.68,0.79,0.68,0.47,0.34,0.38,0.94,0.90,0.96,0.80,0.88,0.79,0.47,0.27,0.34,0.43,0.32,0.36
L-C1blPD_ec.000_0097.jpg,0.74,0.80,0.63,0.45,0.47,0.51,0.61,0.61,0.53,0.37,0.20,0.27,0.81,0.86,0.80,0.80,0.81,0.95
L-C1blPD_ec.005_0596.jpg,0.79,1.00,0.95,0.48,0.20,0.38,0.66,0.61,0.48,0.83,0.72,0.71,0.87,1.00,1.00,0.93,1.00,0.94
l-WgXcGLdZk.002_0385.jpg,0.84,0.61,0.65,0.75,0.64,0.66,0.72,0.74,0.71,0.76,0.74,0.72,0.58,0.65,0.46,0.33,0.18,0.28
L5kpy0SA7os.003_0222.jpg,0.22,0.29,0.39,0.59,0.59,0.60,0.43,0.44,0.43,0.30,0.34,0.26,0.21,0.43,0.38,0.74,0.90,0.93
l8weBJSCHbA.005_0561.jpg,0.86,0.70,0.91,0.97,0.82,0.91,0.58,0.63,0.50,0.34,0.32,0.47,0.71,0.74,0.79,0.75,0.48,0.59
ld7mBR4v3yU.001_0388.jpg,0.67,0.84,0.72,0.60,0.73,0.86,0.46,0.28,0.23,0.78,0.76,0.84,1.00,0.85,1.00,0.30,0.49,0.46
LGPm8ok6kVo.001_0010.jpg,0.47,0.50,0.66,0.74,0.69,0.60,0.57,0.55,0.37,0.32,0.50,0.43,0.90,0.74,0.78,0.36,0.26,0.22
Lj1WuMXFa-4.004_0088.jpg,0.36,0.28,0.42,0.83,0.82,0.65,0.90,0.70,0.88,0.67,0.89,0.70,0.79,0.84,0.78,0.88,0.85,0.62
LKBoLbWHJYI.002_0419.jpg,0.37,0.53,0.37,0.32,0.36,0.44,0.56,0.77,0.75,0.46,0.35,0.50,0.31,0.31,0.43,0.77,0.85,0.84
LKqO2BhfAvM.002_0105.jpg,0.53,0.42,0.65,0.31,0.18,0.18,0.53,0.50,0.51,0.80,0.67,0.87,0.46,0.59,0.62,0.89,0.92,0.87
lNY0BdE4NqY.000_0475.jpg,0.72,0.96,0.98,0.73,0.65,0.71,0.55,0.53,0.45,0.55,0.35,0.48,0.47,0.65,0.55,0.72,0.82,0.76
LRczShwIVbM.004_0166.jpg,0.64,0.73,0.73,0.43,0.40,0.39,0.24,0.40,0.34,0.60,0.64,0.54,0.49,0.42,0.22,0.83,0.79,0.90
LsqAIHhFpLE.002_0444.jpg,0.64,0.48,0.52,0.44,0.23,0.38,0.70,0.83,0.83,0.68,0.75,0.68,0.53,0.48,0.45,0.66,0.43,0.50
lsVwEApsljU.003_0101.jpg,0.87,0.62,0.79,0.46,0.43,0.65,0.50,0.69,0.56,0.30,0.22,0.39,0.32,0.55,0.48,0.83,0.76,0.73
LuLUAwn0aWU.002_0122.jpg,0.23,0.42,0.42,0.45,0.50,0.57,0.70,0.84,0.79,0.67,0.62,0.76,0.61,0.79,0.75,0.54,0.76,0.75
LuLUAwn0aWU.005_0234.jpg,0.74,0.47,0.58,0.74,0.65,0.51,0.35,0.34,0.42,0.61,0.60,0.81,0.62,0.66,0.59,0.50,0.35,0.62
lvae9lRUugE.005_0347.jpg,0.78,0.76,0.67,0.79,0.91,0.91,0.66,0.63,0.80,0.80,0.86,0.97,0.48,0.49,0.48,0.38,0.18,0.36
LvpUVPQKWcQ.005_0405.jpg,0.69,0.55,0.72,0.79,0.74,0.73,0.56,0.57,0.60,0.84,0.98,0.92,0.18,0.26,0.42,0.57,0.41,0.61
LXmwDq89LdA.000_0150.jpg,0.81,0.83,0.69,0.54,0.50,0.56,0.59,0.57,0.51,0.75,1.00,0.97,0.33,0.38,0.44,0.40,0.47,0.39
LXmwDq89LdA.002_0438.jpg,0.88,0.87,0.84,0.35,0.33,0.46,0.83,1.00,1.00,0.57,0.69,0.63,0.74,0.77,0.53,0.54,0.70,0.62
ly_0m16694Q.003_0236.jpg,0.18,0.22,0.37,0.91,0.80,0.74,0.41,0.55,0.32,0.81,0.93,0.90,0.57,0.84,0.77,0.53,0.44,0.41
lyZZSU1ziCQ.001_0576.jpg,0.70,0.62,0.64,0.41,0.37,0.51,0.72,0.78,0.79,0.77,0.62,0.60,0.48,0.40,0.55,0.54,0.37,0.41
m04e9ylCoK0.000_0276.jpg,0.61,0.56,0.65,0.48,0.54,0.35,0.78,0.60,0.66,0.42,0.24,0.38,0.48,0.35,0.62,0.84,0.80,0.74
M0U48Lm33A8.000_0616.jpg,0.50,0.25,0.37,0.67,0.59,0.65,0.76,0.59,0.64,0.79,0.84,0.79,0.37,0.38,0.35,0.48,0.57,0.56
m4KKYcD6CZw.003_0510.jpg,0.42,0.52,0.37,0.64,0.55,0.57,0.49,0.53,0.55,0.59,0.70,0.76,0.91,0.99,0.92,0.57,0.40,0.41
m7zdWVDT-34.005_0651.jpg,0.32,0.35,0.36,0.58,0.66,0.50,0.63,0.77,0.71,0.56,0.60,0.70,0.35,0.40,0.57,0.24,0.36,0.17
M_OpMKBEOyU.002_0428.jpg,0.87,0.75,0.70,0.34,0.22,0.43,0.42,0.51,0.48,0.85,0.75,0.87,0.53,0.51,0.45,0.49,0.47,0.49
mBdVuEXRlfQ.001_0499.jpg,0.87,0.62,0.60,0.42,0.42,0.54,0.40,0.23,0.42,0.68,0.80,0.74,0.51,0.35,0.52,0.90,0.94,0.76
MBgwyWKYWVM.002_0642.jpg,0.76,0.61,0.60,0.46,0.33,0.25,0.64,0.46,0.66,0.93,0.93,1.00,0.36,0.57,0.40,0.73,0.76,0.61
MD9yyz-OSRs.004_0668.jpg,0.28,0.37,0.44,0.66,0.56,0.54,0.52,0.76,0.61,0.86,0.77,0.81,0.53,0.46,0.69,0.79,0.82,0.88
merppcmY6y0.000_0008.jpg,0.98,0.97,1.00,0.47,0.35,0.55,0.76,0.52,0.51,0.29,0.44,0.39,0.42,0.48,0.39,0.86,0.76,0.86
mhF4kYTlVUE.002_0163.jpg,0.51,0.67,0.45,0.90,1.00,0.92,0.51,0.69,0.62,0.46,0.17,0.22,0.31,0.35,0.27,0.35,0.44,0.62
MK7KveAeb6Y.004_0493.jpg,0.89,1.00,0.80,0.39,0.39,0.26,0.54,0.52,0.49,0.43,0.47,0.48,0.73,0.63,0.88,0.73,0.71,0.64
mnRuiwFx_Z8.005_0532.jpg,0.73,0.79,0.70,0.35,0.50,0.42,0.40,0.65,0.45,0.75,0.94,0.98,0.53,0.76,0.73,0.57,0.61,0.51
MOobNUpfWiY.004_0657.jpg,0.81,0.71,0.74,0.33,0.41,0.38,0.47,0.42,0.51,0.47,0.50,0.27,0.34,0.47,0.51,0.75,0.54,0.53
mpk5Ubw2fj8.004_0183.jpg,0.66,0.64,0.62,0.43,0.47,0.57,0.32,0.54,0.39,0.73,0.71,0.65,0.98,0.81,0.99,0.76,0.66,0.63
mpXOSY5dW7c.004_0665.jpg,0.93,0.97,0.98,0.37,0.36,0.56,0.33,0.38,0.23,0.77,0.87,0.82,0.64,0.59,0.53,0.43,0.20,0.21
MrfJ1qDJAwo.001_0288.jpg,0.17,0.22,0.37,0.46,0.32,0.52,0.47,0.29,0.27,0.63,0.55,0.80,0.63,0.71,0.51,0.51,0.49,0.53
MRquWhqw4Jw.000_0635.jpg,0.97,0.85,0.77,0.53,0.76,0.66,0.81,0.93,0.81,0.26,0.34,0.43,0.42,0.57,0.55,0.53,0.55,0.60
MuYYY3XaJ7Q.003_0533.jpg,0.38,0.37,0.24,0.77,0.91,0.97,0.64,0.74,0.64,0.95,0.73,0.90,0.92,0.77,0.89,0.77,0.83,0.99
MZkDsB04kt8.000_0221.jpg,0.87,0.77,0.64,0.48,0.32,0.39,0.57,0.52,0.71,0.56,0.57,0.54,0.66,0.76,0.66,0.48,0.33,0.47
N7oR6_oMBFk.004_0153.jpg,0.89,0.78,0.83,0.40,0.49,0.43,0.44,0.47,0.30,0.37,0.47,0.22,0.66,0.59,0.63,0.76,1.00,0.86
n_4vw3RKaog.002_0458.jpg,0.32,0.30,0.33,0.39,0.53,0.38,0.94,0.87,0.71,0.26,0.31,0.55,0.57,0.48,0.47,0.71,0.73,0.73
naAGy30bnwA.005_0400.jpg,0.32,0.53,0.42,0.66,0.74,0.70,0.74,0.78,0.50,0.34,0.25,0.42,0.99,0.82,1.00,0.62,0.73,0.81
NBacfF-K2eQ.000_0047.jpg,0.81,0.91,0.77,0.61,0.57,0.57,0.67,0.49,0.57,0.86,0.79,0.82,0.52,0.55,0.73,0.43,0.51,0.27
nBjBfN9SbpM.002_0090.jpg,0.55,0.66,0.65,0.68,0.68,0.64,0.33,0.26,0.44,0.42,0.47,0.25,0.45,0.43,0.55,0.37,0.40,0.42
nClvfVFYzbM.000_0465.jpg,0.65,0.57,0.66,0.42,0.39,0.34,0.43,0.49,0.38,0.79,1.00,0.72,0.62,0.89,0.65,0.37,0.22,0.27
nClvfVFYzbM.005_0640.jpg,0.67,0.71,0.93,0.45,0.24,0.42,0.39,0.36,0.21,0.51,0.60,0.61,0.51,0.64,0.53,0.62,0.75,0.66
ncmnmmmWEpU.000_0306.jpg,0.90,0.83,0.75,0.50,0.60,0.55,0.48,0.64,0.49,0.44,0.54,0.50,0.40,0.25,0.37,0.45,0.54,0.40
NDC375coN1o.005_0277.jpg,0.74,0.71,0.60,0.46,0.41,0.36,0.31,0.28,0.29,0.31,0.56,0.39,0.73,0.77,0.60,0.61,0.71,0.70
ndLtwmvPpr8.003_0409.jpg,0.95,0.91,1.00,0.55,0.52,0.59,0.41,0.27,0.30,0.53,0.57,0.38,0.54,0.71,0.47,0.97,0.95,0.77
nex61B854Ms.005_0120.jpg,0.29,0.53,0.45,0.48,0.65,0.43,0.79,0.79,0.78,0.28,0.43,0.46,0.84,0.89,0.83,0.63,0.40,0.40
nfEhF5GBQpo.000_0537.jpg,0.40,0.50,0.57,0.73,0.74,0.70,0.60,0.69,0.74,0.69,0.50,0.58,0.68,0.63,0.70,0.82,0.82,0.92
nfN9qJSVank.003_0470.jpg,0.39,0.49,0.29,0.69,0.80,0.75,0.71,0.76,0.84,0.47,0.48,0.61,0.84,0.88,0.99,0.64,0.57,0.55
Ng2E0E5tiZQ.005_0018.jpg,0.64,0.54,0.63,0.98,0.81,0.85,0.53,0.61,0.62,0.55,0.36,0.53,0.37,0.49,0.29,0.53,0.62,0.53
NG8qWulkRM4.001_0384.jpg,0.26,0.45,0.27,0.94,0.85,0.77,0.66,0.54,0.49,0.71,0.54,0.77,0.70,0.89,0.72,0.43,0.68,0.50
NI-tZF3gfes.002_0225.jpg,0.37,0.24,0.27,0.89,0.78,0.93,0.36,0.41,0.38,1.00,1.00,1.00,0.79,0.82,0.85,0.38,0.64,0.54
NI-tZF3gfes.003_0362.jpg,0.54,0.35,0.48,0.73,0.68,0.79,0.28,0.57,0.29,0.63,0.49,0.61,0.42,0.41,0.30,0.74,0.49,0.71
nKLhatlbqEw.005_0015.jpg,0.86,0.98,0.90,0.41,0.59,0.38,0.59,0.69,0.47,0.70,0.47,0.46,1.00,0.83,0.87,0.42,0.49,0.55
nkmYbzMmrYw.003_0279.jpg,0.31,0.22,0.26,0.27,0.52,0.45,0.40,0.53,0.59,0.36,0.36,0.22,0.87,0.87,0.84,0.52,0.45,0.39
nOFHZ_s7Et4.001_0035.jpg,0.48,0.49,0.56,0.77,0.79,0.82,0.74,0.75,0.93,0.38,0.51,0.63,0.81,0.98,0.77,0.82,0.71,0.66
nskJh7v6v1U.005_0205.jpg,0.84,0.91,0.71,0.67,0.69,0.77,0.96,0.96,0.84,0.69,0.57,0.48,0.52,0.48,0.42,0.37,0.45,0.43
NXG4n1pr4Ok.001_0249.jpg,0.39,0.40,0.40,0.65,0.79,0.73,0.53,0.65,0.74,0.50,0.45,0.41,0.73,0.69,0.87,0.56,0.56,0.66
nZC82V87Pm0.004_0157.jpg,0.86,0.99,0.77,0.48,0.47,0.61,0.61,0.55,0.65,0.43,0.43,0.44,0.78,0.86,0.80,0.84,0.94,0.88
OACoHiwOdXQ.002_0486.jpg,0.83,1.00,1.00,0.84,0.97,1.00,0.77,0.91,0.88,0.62,0.68,0.68,0.65,0.59,0.44,0.37,0.38,0.29
oCb9DK3M1DU.000_0468.jpg,0.57,0.65,0.52,0.30,0.48,0.45,0.53,0.57,0.48,0.54,0.64,0.60,0.92,0.72,0.71,0.61,0.41,0.57
OckL7z_nBGg.005_0649.jpg,0.66,0.49,0.50,0.67,0.58,0.66,0.74,0.55,0.51,0.43,0.24,0.45,0.41,0.34,0.33,0.71,0.71,0.73
OD_gyCYpR8U.002_0609.jpg,0.45,0.46,0.30,0.88,0.80,1.00,0.50,0.51,0.27,0.75,0.73,0.74,0.82,0.93,0.82,0.78,0.59,0.69
odRqijkG28U.000_0194.jpg,0.32,0.30,0.31,0.32,0.18,0.23,0.49,0.38,0.59,0.86,0.82,0.72,0.82,0.99,0.85,0.40,0.25,0.24
OEKg-Tvwcbk.000_0612.jpg,0.57,0.46,0.59,0.32,0.49,0.49,0.50,0.34,0.53,0.99,0.93,0.93,0.37,0.32,0.29,0.92,1.00,0.89
OgPC4wnLJR0.004_0597.jpg,0.65,0.73,0.68,0.79,0.68,0.71,0.78,0.55,0.78,0.54,0.49,0.50,0.97,0.94,1.00,0.68,0.85,0.82
okdZnQbLnf8.004_0602.jpg,0.29,0.34,0.55,0.90,0.89,0.90,0.85,0.90,1.00,0.60,0.51,0.52,0.65,0.68,0.51,0.66,0.78,0.59
